Test_id,Test_Name,Test_Link,Remote_Testing,Adaptive_Testing,Test_Types,Description,Job_Levels,Languages,Assessment_Length,Assessment_Minutes,short_test,combined_text
3946,SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,YES,YES,"Ability & Aptitude, Simulations",Assesses how the candidate comprehends numerical information in various formats.,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,","French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,",Approximate Completion Time in minutes = 20,20.0,long test,"SHL Verify Interactive – Numerical Reasoning - Assesses how the candidate comprehends numerical information in various formats. | Test Type: Ability & Aptitude, Simulations | Target Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 20 | Duration in Minutes: 20.0 | Supports Remote Testing | long test | Supports Adaptive Testing | Languages: French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic,"
3971,SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,YES,YES,Ability & Aptitude,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice.","Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese,",Approximate Completion Time in minutes = 36,36.0,long test,"SHL Verify Interactive G+ - SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a score on each of the specific abilities as well as a general ability score. This test is appropriate for all job levels, however it is most relevant for positions that require cognitive ability across a range of specific skills. 
Completion time is 36 minutes for the test itself, plus 10 minutes for instructions and practice. | Test Type: Ability & Aptitude | Target Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 36 | Duration in Minutes: 36.0 | Supports Remote Testing | long test | Supports Adaptive Testing | Languages: English (USA), Chinese Traditional, Korean, Serbian, Slovak, Spanish, English International, Danish, Swedish, Norwegian, Finnish, Latvian, Lithuanian, Estonian, Portuguese, Hungarian, Thai, Czech, Polish, Turkish, Portuguese (Brazil), Romanian, Latin American Spanish, Italian, French (Canada), Chinese Simplified, Dutch, German, French, Russian, Indonesian, Greek, Japanese,"
3972,SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,YES,YES,Ability & Aptitude,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately.","Entry-Level,","English (USA), English International,",Approximate Completion Time in minutes = 10,10.0,long test,"SHL Verify Interactive Numerical Calculation - The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calculations. The Numerical Calculation test, though it is adaptive, is ideal for entry-level jobs that require completing simple numerical calculations quickly and accurately. | Test Type: Ability & Aptitude | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Supports Adaptive Testing | Languages: English (USA), English International,"
4141,Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,8.0,long test,"Siebel Development (New) - Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 8 | Duration in Minutes: 8.0 | Supports Remote Testing | long test | Languages: English (USA),"
4209,Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,YES,NO,Personality & Behaviour,"SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. 
 
Language Availability
The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server).","Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = Variable,No info,short test,"Smart Interview Live - SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. 
Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboards, instant file-sharing, draw from an expertly-curated question bank and provide a remote end-to-end interview experience that increases your chance of conversion. 
 
Language Availability
The Candidate and Assessor interface is available in US English, Japanese, Simplified Chinese, Castilian Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Arabic, Greek. 
The Admin interface is available in US English and Simplified Chinese (CN server). | Test Type: Personality & Behaviour | Target Job Levels: Entry-Level, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: Approximate Completion Time in minutes = Variable | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English (USA),"
4218,Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,YES,NO,Knowledge & Skills,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level,","English (USA),",Approximate Completion Time in minutes = Variable,No info,short test,"Smart Interview Live Coding - Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent.  
 
The language availability for the candidate and interviewer interface is English (US), Simplified Chinese, Castilian Spanish, Japanese. Please note that the questions themselves are available as standard in US English only. 
 
The language availability for the admin interface is US English only. | Test Type: Knowledge & Skills | Target Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Entry-Level, | Duration: Approximate Completion Time in minutes = Variable | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English (USA),"
4205,Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,YES,NO,Personality & Behaviour,"Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

The participant interface  is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Chinese Simplified,",Approximate Completion Time in minutes = Variable,No info,short test,"Smart Interview On Demand - Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talent faster and find those hidden gems you may have otherwise missed.   
Availability The administrator and evaluator interface is available in US English and Simplified Chinese only, as are the standard question banks.  However, custom questions can be added or recorded in any language. 

The participant interface  is available in: Arabic, Brazilian Portuguese, Bulgarian, Canadian French, Chinese, Croatian, Czech, Danish, Dutch, Dutch (Belgium), Estonian, Finnish, French, German, Greek, Hindi, Hungarian, Italian, Indonesian, Japanese, Korean, Latvian, Lithuanian, Malaysian, Mexican Spanish, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Slovak, Slovenian, Spanish, Swedish, Taiwanese Chinese, Thai, Turkish, UK English, Ukrainian, US English, Vietnamese.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ | Test Type: Personality & Behaviour | Target Job Levels: Entry-Level, Supervisor, Manager, Front Line Manager, General Population, Graduate, Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = Variable | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English (USA), Chinese Simplified,"
4014,Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,YES,NO,Knowledge & Skills,Multi-choice test that measures the knowledge about the different social media platforms.,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10,10.0,long test,"Social Media (New) - Multi-choice test that measures the knowledge about the different social media platforms. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Languages: English (USA),"
116,Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,YES,YES,Knowledge & Skills,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 30,30.0,long test,"Software Business Analysis - The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers the following topics: Business Process, Diagramming and Modeling, Documentation, Joint Application Development, Methodologies and Tools, Project Development, Requirements Gathering, System Design, and User Interface. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 30 | Duration in Minutes: 30.0 | Supports Remote Testing | long test | Supports Adaptive Testing | Languages: English (USA),"
4142,SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = TBC,No info,short test,"SonarQube (New) - Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = TBC | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English (USA),"
4051,Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,YES,NO,Knowledge & Skills,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 0,0.0,long test,"Spelling (U.S.) (New) - Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences. | Test Type: Knowledge & Skills | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 0 | Duration in Minutes: 0.0 | Supports Remote Testing | long test | Languages: English (USA),"
40,Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,YES,NO,"Ability & Aptitude, Knowledge & Skills","This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken.","Entry-Level,","English (USA), English (Australia), English International,",Approximate Completion Time in minutes = 6,6.0,long test,"Split Screen Typing Test - Form 1 - This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken. | Test Type: Ability & Aptitude, Knowledge & Skills | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = 6 | Duration in Minutes: 6.0 | Supports Remote Testing | long test | Languages: English (USA), English (Australia), English International,"
4143,Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,9.0,long test,"Spring (New) - Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 9 | Duration in Minutes: 9.0 | Supports Remote Testing | long test | Languages: English (USA),"
4144,SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,9.0,long test,"SQL (New) - Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 9 | Duration in Minutes: 9.0 | Supports Remote Testing | long test | Languages: English (USA),"
4035,SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11,11.0,long test,"SQL Server (New) - Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 11 | Duration in Minutes: 11.0 | Supports Remote Testing | long test | Languages: English (USA),"
4282,SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 15,15.0,long test,"SQL Server Analysis Services (SSAS) (New) - Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 15 | Duration in Minutes: 15.0 | Supports Remote Testing | long test | Languages: English (USA),"
4146,SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,10.0,long test,"SQL Server Integration Services (SSIS) (New) - Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Languages: English (USA),"
4147,SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,10.0,long test,"SQL Server Reporting Services (SSRS) (New) - Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 10 | Duration in Minutes: 10.0 | Supports Remote Testing | long test | Languages: English (USA),"
3996,Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,YES,NO,Knowledge & Skills,Multi-choice test that measures the ability to use the SAS software for statistical analysis.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 11,11.0,long test,"Statistical Analysis System (New) - Multi-choice test that measures the ability to use the SAS software for statistical analysis. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 11 | Duration in Minutes: 11.0 | Supports Remote Testing | long test | Languages: English (USA),"
4151,Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,YES,NO,Knowledge & Skills,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 5,5.0,long test,"Struts (New) - Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors. | Test Type: Knowledge & Skills | Target Job Levels: Mid-Professional, Professional Individual Contributor, | Duration: Approximate Completion Time in minutes = 5 | Duration in Minutes: 5.0 | Supports Remote Testing | long test | Languages: English (USA),"
4216,SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,YES,NO,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -,No info,short test,"SVAR - Spoken English (AUS) - An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ | Test Type: Simulations | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = - | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English (USA),"
3986,SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,YES,NO,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -,No info,short test,"SVAR - Spoken English (Indian Accent)  (New) - An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ | Test Type: Simulations | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = - | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English (USA),"
4217,SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,YES,NO,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English International,",Approximate Completion Time in minutes = -,No info,short test,"SVAR - Spoken English (U.K.) - An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ | Test Type: Simulations | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = - | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English International,"
3987,SVAR - Spoken English (US)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,YES,NO,Simulations,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","English (USA),",Approximate Completion Time in minutes = -,No info,short test,"SVAR - Spoken English (US)  (New) - An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ | Test Type: Simulations | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = - | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: English (USA),"
4197,SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,YES,NO,Simulations,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French (Canada),",Approximate Completion Time in minutes = -,No info,short test,"SVAR - Spoken French (Canadian) (New) - Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.

 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ | Test Type: Simulations | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = - | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: French (Canada),"
4198,SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,YES,NO,Simulations,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/","Entry-Level,","French,",Approximate Completion Time in minutes = -,No info,short test,"SVAR - Spoken French (European) (New) - Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé.
 
Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility.
Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ | Test Type: Simulations | Target Job Levels: Entry-Level, | Duration: Approximate Completion Time in minutes = - | Duration in Minutes: No info | Supports Remote Testing | short test | Languages: French,"
